200302	jpn	りんごを食べる10。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200303	eng	I eat an apple 10.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200304	jpn	学校へ行く10。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200305	eng	I go to school 10.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200306	jpn	映画を見る10。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200307	eng	I watch a movie 10.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200308	jpn	本を読みます10。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200309	eng	I read a book 10.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200310	jpn	犬がいます10。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200311	eng	There is a dog 10.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200312	jpn	猫が好きです10。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200313	eng	I like cats 10.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200314	jpn	今日は暑いです10。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200315	eng	It is hot today 10.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200316	jpn	friendと話す10。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200317	eng	I talk with a friend 10.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200318	jpn	先生は優しいです10。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200319	eng	The teacher is kind 10.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200320	jpn	電車に乗ります10。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200321	eng	I ride the train 10.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200322	jpn	日本語を勉強しています10。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200323	eng	I am studying Japanese 10.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200324	jpn	時間がありません10。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200325	eng	I have no time 10.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200326	jpn	新しい車を買いました10。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200327	eng	I bought a new car 10.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200328	jpn	山が見えます10。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200329	eng	I can see the mountain 10.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200330	jpn	水を飲みます11。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200331	eng	I drink water 11.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200332	jpn	りんごを食べる11。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200333	eng	I eat an apple 11.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200334	jpn	学校へ行く11。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200335	eng	I go to school 11.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200336	jpn	映画を見る11。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200337	eng	I watch a movie 11.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200338	jpn	本を読みます11。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200339	eng	I read a book 11.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200340	jpn	犬がいます11。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200341	eng	There is a dog 11.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200342	jpn	猫が好きです11。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200343	eng	I like cats 11.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200344	jpn	今日は暑いです11。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200345	eng	It is hot today 11.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200346	jpn	friendと話す11。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200347	eng	I talk with a friend 11.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200348	jpn	先生は優しいです11。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200349	eng	The teacher is kind 11.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200350	jpn	電車に乗ります11。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200351	eng	I ride the train 11.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200352	jpn	日本語を勉強しています11。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200353	eng	I am studying Japanese 11.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200354	jpn	時間がありません11。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200355	eng	I have no time 11.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200356	jpn	新しい車を買いました11。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200357	eng	I bought a new car 11.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200358	jpn	山が見えます11。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200359	eng	I can see the mountain 11.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200360	jpn	水を飲みます12。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200361	eng	I drink water 12.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200362	jpn	りんごを食べる12。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200363	eng	I eat an apple 12.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200364	jpn	学校へ行く12。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200365	eng	I go to school 12.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200366	jpn	映画を見る12。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200367	eng	I watch a movie 12.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200368	jpn	本を読みます12。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200369	eng	I read a book 12.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200370	jpn	犬がいます12。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200371	eng	There is a dog 12.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200372	jpn	猫が好きです12。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200373	eng	I like cats 12.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200374	jpn	今日は暑いです12。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200375	eng	It is hot today 12.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200376	jpn	friendと話す12。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200377	eng	I talk with a friend 12.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200378	jpn	先生は優しいです12。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200379	eng	The teacher is kind 12.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200380	jpn	電車に乗ります12。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200381	eng	I ride the train 12.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200382	jpn	日本語を勉強しています12。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200383	eng	I am studying Japanese 12.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200384	jpn	時間がありません12。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200385	eng	I have no time 12.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200386	jpn	新しい車を買いました12。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200387	eng	I bought a new car 12.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200388	jpn	山が見えます12。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200389	eng	I can see the mountain 12.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200390	jpn	水を飲みます13。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200391	eng	I drink water 13.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200392	jpn	りんごを食べる13。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200393	eng	I eat an apple 13.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200394	jpn	学校へ行く13。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200395	eng	I go to school 13.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200396	jpn	映画を見る13。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200397	eng	I watch a movie 13.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200398	jpn	本を読みます13。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200399	eng	I read a book 13.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200400	jpn	犬がいます13。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200401	eng	There is a dog 13.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200402	jpn	猫が好きです13。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200403	eng	I like cats 13.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200404	jpn	今日は暑いです13。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200405	eng	It is hot today 13.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200406	jpn	friendと話す13。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200407	eng	I talk with a friend 13.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200408	jpn	先生は優しいです13。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200409	eng	The teacher is kind 13.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200410	jpn	電車に乗ります13。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200411	eng	I ride the train 13.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200412	jpn	日本語を勉強しています13。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200413	eng	I am studying Japanese 13.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200414	jpn	時間がありません13。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200415	eng	I have no time 13.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200416	jpn	新しい車を買いました13。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200417	eng	I bought a new car 13.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200418	jpn	山が見えます13。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200419	eng	I can see the mountain 13.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200420	jpn	水を飲みます14。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200421	eng	I drink water 14.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200422	jpn	りんごを食べる14。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200423	eng	I eat an apple 14.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200424	jpn	学校へ行く14。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200425	eng	I go to school 14.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200426	jpn	映画を見る14。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200427	eng	I watch a movie 14.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200428	jpn	本を読みます14。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200429	eng	I read a book 14.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200430	jpn	犬がいます14。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200431	eng	There is a dog 14.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200432	jpn	猫が好きです14。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200433	eng	I like cats 14.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200434	jpn	今日は暑いです14。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200435	eng	It is hot today 14.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200436	jpn	friendと話す14。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200437	eng	I talk with a friend 14.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200438	jpn	先生は優しいです14。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200439	eng	The teacher is kind 14.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200440	jpn	電車に乗ります14。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200441	eng	I ride the train 14.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200442	jpn	日本語を勉強しています14。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200443	eng	I am studying Japanese 14.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200444	jpn	時間がありません14。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200445	eng	I have no time 14.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200446	jpn	新しい車を買いました14。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200447	eng	I bought a new car 14.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200448	jpn	山が見えます14。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200449	eng	I can see the mountain 14.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200450	jpn	水を飲みます15。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200451	eng	I drink water 15.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200452	jpn	りんごを食べる15。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200453	eng	I eat an apple 15.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200454	jpn	学校へ行く15。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200455	eng	I go to school 15.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200456	jpn	映画を見る15。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200457	eng	I watch a movie 15.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200458	jpn	本を読みます15。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200459	eng	I read a book 15.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200460	jpn	犬がいます15。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200461	eng	There is a dog 15.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200462	jpn	猫が好きです15。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200463	eng	I like cats 15.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200464	jpn	今日は暑いです15。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200465	eng	It is hot today 15.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200466	jpn	friendと話す15。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200467	eng	I talk with a friend 15.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200468	jpn	先生は優しいです15。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200469	eng	The teacher is kind 15.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200470	jpn	電車に乗ります15。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200471	eng	I ride the train 15.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200472	jpn	日本語を勉強しています15。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200473	eng	I am studying Japanese 15.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200474	jpn	時間がありません15。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200475	eng	I have no time 15.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200476	jpn	新しい車を買いました15。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200477	eng	I bought a new car 15.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200478	jpn	山が見えます15。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200479	eng	I can see the mountain 15.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200480	jpn	水を飲みます16。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200481	eng	I drink water 16.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200482	jpn	りんごを食べる16。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200483	eng	I eat an apple 16.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200484	jpn	学校へ行く16。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200485	eng	I go to school 16.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200486	jpn	映画を見る16。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200487	eng	I watch a movie 16.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200488	jpn	本を読みます16。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200489	eng	I read a book 16.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200490	jpn	犬がいます16。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200491	eng	There is a dog 16.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200492	jpn	猫が好きです16。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200493	eng	I like cats 16.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200494	jpn	今日は暑いです16。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200495	eng	It is hot today 16.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200496	jpn	friendと話す16。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200497	eng	I talk with a friend 16.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200498	jpn	先生は優しいです16。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200499	eng	The teacher is kind 16.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200500	jpn	名前のない文です。	\N	2023-01-01 12:00:00	2023-06-01 12:00:00
200501	jpn	This is not Japanese at all	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200502	jpn	壊れた文字です。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200503	jpn	ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200504	japanese	日本語です。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200505	jpn		ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200000	jpn	水を飲みます。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200002	jpn	りんごを食べる。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
